PERMIT_NUM,STRUCTURE_TYPE,ADDRESS,City,Country,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,DESCRIPTION,CURRENT_USE,PROPOSED_USE,DWELLING_UNITS_CREATED,DWELLING_UNITS_LOST,EST_CONST_COST,ASSEMBLY,RESIDENTIAL
00 130757 CMB,SFD - Semi-Detached,"197 RANKIN CRES   Toronto, Ontario, Canada",Toronto,Canada,2000-02-28,2002-07-15,2015-12-23,Closed,"Build semi-detached house with semi-detached garage at rear.
See file 00-130710 for permit plans",,,1,0,"125,000",0,150
00 347504 CMB,Townhouses,"62 OSLER ST   Toronto, Ontario, Canada",Toronto,Canada,2000-10-19,2001-06-21,2015-12-05,Closed,"Construct 2 storey  Row House.  Lot 24.  Plans under certified folder 00-349568
Hold  for Survey, ONHWP and Services.  Also see folder #01-187943.Subdivision agrrement & various agreement, field review forms are in in this folder for  18 to 84 Osler.",,,1,0,"125,000",0,119.66
08 230869 BLD,SFD - Detached,"14 MCCLURE CRES   Toronto, Ontario, Canada",Toronto,Canada,2008-12-18,2009-05-19,2016-02-09,Closed,To construct a new 2 storey single family home.,Vacant Land,Sfd - Detached,1,0,"125,000",0,258.45
00 130343 CMB,SFD - Semi-Detached,"58 VIELLA ST   Toronto, Ontario, Canada",Toronto,Canada,2000-02-28,2000-12-04,2018-03-06,Closed,"Construct Semi-Detached house with detached garage.    Model No. 1264-B. Lot 158L
(see 130292 for certified plans)  w/ unfin bsmt",,,,,"125,000",0,117.24
00 130349 CMB,SFD - Semi-Detached,"63 VIELLA ST   Toronto, Ontario, Canada",Toronto,Canada,2000-02-28,2000-11-28,2018-03-06,Closed,"Construct Semi-Detached house with detached garage.     Model # 2033C. Lot 110L certified  w/ unfin bsmt
under 130295",,,,,"125,000",0,145.85
00 130609 CMB,SFD - Semi-Detached,"59 VIELLA ST   Toronto, Ontario, Canada",Toronto,Canada,2000-02-28,2000-11-28,2018-03-06,Closed,Construct Semi-Detached house with detached garage.    Model  # 1643-B1. Lot 109L             (see 130296 for certified plans)   w/ unfin bsmt,,,,,"125,000",0,152.64
00 130615 CMB,SFD - Semi-Detached,"61 VIELLA ST   Toronto, Ontario, Canada",Toronto,Canada,2000-02-28,2000-11-28,2018-03-06,Closed,Construct Semi-Detached house with detached garage.    Model  # 2166-B2 .  Lot 109R            (see 130296 for certified plans)   w/ unfin bsmt,,,,,"125,000",0,151.52
00 130629 CMB,SFD - Semi-Detached,"64 VIELLA ST   Toronto, Ontario, Canada",Toronto,Canada,2000-02-28,2000-12-04,2018-03-06,Closed,Construct Semi-Detached house with detached garage.    Model No. 1500 C2. Lot 156R certified under 130294 w/ unfin bsmt,,,,,"125,000",0,141.11
00 130633 CMB,SFD - Semi-Detached,"60 VIELLA ST   Toronto, Ontario, Canada",Toronto,Canada,2000-02-28,2000-12-04,2018-03-06,Closed,"Construct Semi-Detached house with detached garage.    Model No. 1500 C1. Lot 157R certified under 130294  w/ unfin bsmt
",,,,,"125,000",0,139.93
00 130644 CMB,SFD - Semi-Detached,"62 VIELLA ST   Toronto, Ontario, Canada",Toronto,Canada,2000-02-28,2000-12-04,2018-03-06,Closed,"Construct Semi-Detached house with detached garage.    Model No. 1500 C2. Lot 157L.
certified under 130294  w/ unfin bsmt
",,,,,"125,000",0,141.11
00 130649 CMB,SFD - Semi-Detached,"57 VIELLA ST   Toronto, Ontario, Canada",Toronto,Canada,2000-02-28,2000-11-28,2018-03-06,Closed,"Construct Semi-Detached house with detached garage.    Model No. 1500 B2. Lot 108R
certified under 130294  w/ unfin bsmt
",,,,,"125,000",0,139.35
00 347446 000,Townhouses,"18 A OSLER ST   Toronto, Ontario, Canada",Toronto,Canada,2000-10-19,2001-06-21,2018-05-31,Closed,"Construct 2 storey  Row House. Lot 1.  Plans under certified folder 00-349540
Hold for Survey, ONHWP and Services",,,1,0,"125,000",0,126.34
04 198727 BLD,Townhouses,"1 IBMS OLD WARD 44     Toronto, Ontario, Canada",Toronto,Canada,2004-12-13,2005-08-15,2017-03-27,Closed,"NEW TOWNHOUSE LT 63
MODEL T1 'A' REV
",,,1,0,"124,670",0,124.67
04 198728 BLD,Townhouses,"1 IBMS OLD WARD 44     Toronto, Ontario, Canada",Toronto,Canada,2004-12-13,2005-08-15,2017-03-27,Closed,"NEW TOWNHOUSE LT 64
MODEL T2'A'",,,1,0,"124,670",0,124.67
09 189814 B01,Townhouses,"671 WARDEN AVE   Toronto, Ontario, Canada",Toronto,Canada,2009-11-20,2010-05-07,2014-07-10,Closed,"MODEL NAME ""YORKSHIRE""
3 STOREY TOWNHOUSE-BLOCK 9",Vacant,Townhouse,1,0,"124,000",0,159.3
09 189814 B02,Townhouses,"671 WARDEN AVE   Toronto, Ontario, Canada",Toronto,Canada,2009-11-20,2010-05-07,2014-07-10,Closed,"MODEL NAME ""YORKSHIRE""
3 STOREY TOWNHOUSE-BLOCK 9",Vacant,Townhouse,1,0,"124,000",0,159.3
09 189814 B03,Townhouses,"671 WARDEN AVE   Toronto, Ontario, Canada",Toronto,Canada,2009-11-20,2010-05-07,2014-07-10,Closed,"MODEL NAME ""YORKSHIRE""
3 STOREY TOWNHOUSE-BLOCK 9",Vacant,Townhouse,1,0,"124,000",0,159.3
09 189814 B04,Townhouses,"671 WARDEN AVE   Toronto, Ontario, Canada",Toronto,Canada,2009-11-20,2010-05-07,2014-07-10,Closed,"MODEL NAME ""YORKSHIRE""
3 STOREY TOWNHOUSE-BLOCK 9",Vacant,Townhouse,1,0,"124,000",0,159.3
09 189814 B05,Townhouses,"671 WARDEN AVE   Toronto, Ontario, Canada",Toronto,Canada,2009-11-20,2010-05-07,2014-07-10,Closed,"MODEL NAME ""YORKSHIRE""
3 STOREY TOWNHOUSE-BLOCK 9",Vacant,Townhouse,1,0,"124,000",0,159.3
09 189814 B06,Townhouses,"671 WARDEN AVE   Toronto, Ontario, Canada",Toronto,Canada,2009-11-20,2010-05-07,2014-07-10,Closed,"MODEL NAME ""YORKSHIRE""
3 STOREY TOWNHOUSE-BLOCK 9",Vacant,Townhouse,1,0,"124,000",0,159.3
09 189814 B07,Townhouses,"671 WARDEN AVE   Toronto, Ontario, Canada",Toronto,Canada,2009-11-20,2010-05-07,2014-07-10,Closed,"MODEL NAME ""YORKSHIRE""
3 STOREY TOWNHOUSE-BLOCK 9",Vacant,Townhouse,1,0,"124,000",0,159.3
09 189814 B08,Townhouses,"671 WARDEN AVE   Toronto, Ontario, Canada",Toronto,Canada,2009-11-20,2010-05-07,2014-07-10,Closed,"MODEL NAME ""YORKSHIRE""
3 STOREY TOWNHOUSE-BLOCK 9",Vacant,Townhouse,1,0,"124,000",0,159.3
09 189814 B09,Townhouses,"671 WARDEN AVE   Toronto, Ontario, Canada",Toronto,Canada,2009-11-20,2010-05-07,2014-07-10,Closed,"MODEL NAME ""YORKSHIRE""
3 STOREY TOWNHOUSE-BLOCK 9",Vacant,Townhouse,1,0,"124,000",0,159.3
13 147296 B01,SFD - Semi-Detached,"31 LOU POMANTI ST   Toronto, Ontario, Canada",Toronto,Canada,2013-04-10,2013-08-08,2015-10-15,Closed,"MODEL # ""1731"" ELEVATION ""2""
Proposal to construct a new three storey semi-detached dwelling with an attached garage.",Vacant,Sfd-Semi,1,0,"123,830",0,164.35
13 147296 B04,SFD - Semi-Detached,"5 LOU POMANTI ST   Toronto, Ontario, Canada",Toronto,Canada,2013-04-10,2013-08-08,2015-10-15,Closed,"MODEL # ""1731"" ELEVATION ""1""
Proposal to construct a new three storey semi-detached dwelling with an attached garage.",Vacant,Sfd-Semi,1,0,"123,830",0,159.61
10 129565 B01,SFD - Detached,"2277-2295 SHEPPARD AVE W Toronto, Ontario, Canada",Toronto,Canada,2010-03-10,2010-11-04,2015-02-19,Closed,"MODEL NAME ""2246"" ELEVATION ""1""
To construct a new three storey detached dwelling with an attached garage.",Vacant,Sfd-Detached,1,0,"123,530",0,208.66
10 129565 B02,SFD - Detached,"2277-2295 SHEPPARD AVE W Toronto, Ontario, Canada",Toronto,Canada,2010-03-10,2010-11-04,2015-02-24,Closed,"MODEL NAME ""2246"" ELEVATION ""1""
To construct a new three storey detached dwelling with an attached garage.",Vacant,Sfd-Detached,1,0,"123,530",0,208.66
10 129565 B03,SFD - Detached,"2277-2295 SHEPPARD AVE W Toronto, Ontario, Canada",Toronto,Canada,2010-03-10,2010-11-04,2015-02-24,Closed,"MODEL NAME ""2246"" ELEVATION ""1""
To construct a new three storey detached dwelling with an attached garage.",Vacant,Sfd-Detached,1,0,"123,530",0,208.66
11 285738 B02,SFD - Detached,"165 BOB YUILL DR   Toronto, Ontario, Canada",Toronto,Canada,2011-10-03,2011-12-20,2015-03-02,Closed,"MODEL # ""2246"" ELEVATION ""1""
Proposed new two storey detached single-family dwelling.
",Sfd - Detached,Sfd - Detached,1,0,"123,530",0,208.7
09 169710 B01,Townhouses,"671 WARDEN AVE   Toronto, Ontario, Canada",Toronto,Canada,2009-09-17,2010-02-11,2014-04-08,Closed,"MODEL NAME ""YORKSHIRE""  BLOCK 7
3 storey townhouse",Vacant,3 Storey Townhouse,1,0,"123,480",0,159.3
09 169710 B02,Townhouses,"671 WARDEN AVE   Toronto, Ontario, Canada",Toronto,Canada,2009-09-17,2010-02-11,2014-04-08,Closed,"MODEL NAME ""YORKSHIRE""  BLK 7
3 storey townhouse",Vacant,3 Storey Townhouse,1,0,"123,480",0,159.3
09 169710 B03,Townhouses,"671 WARDEN AVE   Toronto, Ontario, Canada",Toronto,Canada,2009-09-17,2010-02-11,2014-04-08,Closed,"MODEL NAME ""YORKSHIRE""  BLOCK 7
3 storey townhouse",Vacant,3 Storey Townhouse,1,0,"123,480",0,159.3
09 169710 B04,Townhouses,"671 WARDEN AVE   Toronto, Ontario, Canada",Toronto,Canada,2009-09-17,2010-02-11,2014-04-08,Closed,"MODEL NAME ""YORKSHIRE"" BLOCK 7
3 storey townhouse",Vacant,3 Storey Townhouse,1,0,"123,480",0,159.3
09 169710 B05,Townhouses,"671 WARDEN AVE   Toronto, Ontario, Canada",Toronto,Canada,2009-09-17,2010-02-11,2014-04-08,Closed,"MODEL NAME ""YORKSHIRE"" BLOCK 7
3 storey townhouse",Vacant,3 Storey Townhouse,1,0,"123,480",0,159.3
09 169710 B06,Townhouses,"671 WARDEN AVE   Toronto, Ontario, Canada",Toronto,Canada,2009-09-17,2010-02-11,2014-04-08,Closed,"MODEL NAME ""YORKSHIRE"" BLOCK 7
3 storey townhouse",Vacant,3 Storey Townhouse,1,0,"123,480",0,159.3
09 169710 B07,Townhouses,"671 WARDEN AVE   Toronto, Ontario, Canada",Toronto,Canada,2009-09-17,2010-02-11,2014-04-08,Closed,"MODEL NAME ""YORKSHIRE""  BLOCK 7
3 storey townhouse",Vacant,3 Storey Townhouse,1,0,"123,480",0,159.3
09 169710 B08,Townhouses,"671 WARDEN AVE   Toronto, Ontario, Canada",Toronto,Canada,2009-09-17,2010-02-11,2014-04-08,Closed,"MODEL NAME ""YORKSHIRE"" BLOCK 7
3 storey townhouse",Vacant,3 Storey Townhouse,1,0,"123,480",0,159.3
09 169710 B09,Townhouses,"671 WARDEN AVE   Toronto, Ontario, Canada",Toronto,Canada,2009-09-17,2010-02-11,2014-04-08,Closed,"MODEL NAME ""YORKSHIRE"" BLOCK 7
3 storey townhouse",Vacant,3 Storey Townhouse,1,0,"123,480",0,159.3
00 333760 CMB,Townhouses,"5 JONATHAN DUNN WAY   Toronto, Ontario, Canada",Toronto,Canada,2000-09-01,2001-03-26,2016-05-05,Closed,S.F.D-TOWNHOUSE,,,1,0,"122,507",0,175.01
15 178922 B25,Townhouses,"17 ISLAND RD   Toronto, Ontario, Canada",Toronto,Canada,2015-06-23,2015-12-14,2017-12-02,Closed,"MODEL NAME ""ROUGE 2"" ELEVATION ""B CORNER SPECIAL""
Stacked Townhouses",Vacant,Townhouse,1,0,"122,400",0,102.36
15 178922 B05,Townhouses,"17 ISLAND RD   Toronto, Ontario, Canada",Toronto,Canada,2015-06-23,2015-12-14,2017-12-02,Closed,"MODEL NAME ""ROUGE 2"" ELEVATION ""A REV INTERIOR""
Stacked Townhouses",Vacant,Townhouse,1,0,"121,200",0,101.3
15 178922 B07,Townhouses,"17 ISLAND RD   Toronto, Ontario, Canada",Toronto,Canada,2015-06-23,2015-12-14,2017-11-22,Closed,"MODEL NAME ""ROUGE 1"" ELEVATION ""A INTERIOR""
Stacked Townhouses",Vacant,Townhouse,1,0,"121,200",0,101.3
15 178922 B09,Townhouses,"17 ISLAND RD   Toronto, Ontario, Canada",Toronto,Canada,2015-06-23,2015-12-14,2017-11-22,Closed,"MODEL NAME ""ROUGE 2"" ELEVATION ""D REV INTERIOR""
Stacked Townhouses",Vacant,Townhouse,1,0,"121,200",0,101.3
15 178922 B11,Townhouses,"17 ISLAND RD   Toronto, Ontario, Canada",Toronto,Canada,2015-06-23,2015-12-14,2017-11-22,Closed,"MODEL NAME ""ROUGE 1"" ELEVATION ""D INTERIOR""
Stacked Townhouses",Vacant,Townhouse,1,0,"121,200",0,101.3
15 178922 B12,Townhouses,"17 ISLAND RD   Toronto, Ontario, Canada",Toronto,Canada,2015-06-23,2015-12-14,2017-11-23,Closed,"MODEL NAME ""LAGUNA 1"" ELEVATION ""D INTERIOR""
Stacked Townhouses",Vacant,Townhouse,1,0,"121,200",0,101.38
15 178922 B13,Townhouses,"17 ISLAND RD   Toronto, Ontario, Canada",Toronto,Canada,2015-06-23,2015-12-14,2017-11-23,Closed,"MODEL NAME ""ROUGE 2"" ELEVATION ""C REV INTERIOR""
Stacked Townhouses",Vacant,Townhouse,1,0,"121,200",0,101.3
15 178922 B15,Townhouses,"17 ISLAND RD   Toronto, Ontario, Canada",Toronto,Canada,2015-06-23,2015-12-14,2017-11-21,Closed,"MODEL NAME ""ROUGE 2"" ELEVATION ""C INTERIOR""
Stacked Townhouses",Vacant,Townhouse,1,0,"121,200",0,101.3
15 178922 B17,Townhouses,"17 ISLAND RD   Toronto, Ontario, Canada",Toronto,Canada,2015-06-23,2015-12-14,2017-11-23,Closed,"MODEL NAME ""ROUGE 3"" ELEVATION ""E REV INTERIOR""
Stacked Townhouses",Vacant,Townhouse,1,0,"121,200",0,101.3
15 178922 B19,Townhouses,"17 ISLAND RD   Toronto, Ontario, Canada",Toronto,Canada,2015-06-23,2015-12-14,2017-11-21,Closed,"MODEL NAME ""ROUGE 2"" ELEVATION ""E INTERIOR""
Stacked Townhouses",Vacant,Townhouse,1,0,"121,200",0,101.3
15 178922 B23,Townhouses,"17 ISLAND RD   Toronto, Ontario, Canada",Toronto,Canada,2015-06-23,2015-12-14,2018-01-30,Closed,"MODEL NAME ""ROUGE 2"" ELEVATION ""B REV INTERIOR""
Stacked Townhouses",Vacant,Townhouse,1,0,"121,200",0,101.3
07 289068 B18,Townhouses,"4274 KINGSTON RD   Toronto, Ontario, Canada",Toronto,Canada,2007-12-21,2010-03-25,2014-05-16,Closed,"MODEL # ""B"" MODEL NAME ""MAPLEWOOD""
construct new townhouse development 48 units 5 blocks (K,G,G,R,R)",Vacant,Townhouse,1,0,"121,000",0,136
07 289068 B19,Townhouses,"4274 KINGSTON RD   Toronto, Ontario, Canada",Toronto,Canada,2007-12-21,2010-03-25,2014-04-09,Closed,"MODEL # ""B"" MODEL NAME ""MAPLEWOOD""
construct new townhouse development 48 units 5 blocks (K,G,G,R,R)",Vacant,Townhouse,1,0,"121,000",0,141
07 289068 B20,Townhouses,"4274 KINGSTON RD   Toronto, Ontario, Canada",Toronto,Canada,2007-12-21,2010-03-25,2014-09-11,Closed,"MODEL # ""B"" MODEL NAME ""MAPLEWOOD""
construct new townhouse development 48 units 5 blocks (K,G,G,R,R)",Vacant,Townhouse,1,0,"121,000",0,141
07 289068 B24,Townhouses,"4274 KINGSTON RD   Toronto, Ontario, Canada",Toronto,Canada,2007-12-21,2010-03-25,2014-10-01,Closed,"MODEL # ""B"" MODEL NAME ""MAPLEWOOD""
construct new townhouse development 48 units 5 blocks (K,G,G,R,R)",Vacant,Townhouse,1,0,"121,000",0,136
07 289068 B25,Townhouses,"4274 KINGSTON RD   Toronto, Ontario, Canada",Toronto,Canada,2007-12-21,2010-03-25,2014-02-11,Closed,"MODEL # ""B"" MODEL NAME ""MAPLEWOOD""
construct new townhouse development 48 units 5 blocks (K,G,G,R,R)",Vacant,Townhouse,1,0,"121,000",0,136
07 289068 B26,Townhouses,"4274 KINGSTON RD   Toronto, Ontario, Canada",Toronto,Canada,2007-12-21,2010-03-25,2014-10-01,Closed,"MODEL # ""B"" MODEL NAME ""MAPLEWOOD""
construct new townhouse development 48 units 5 blocks (K,G,G,R,R)",Vacant,Townhouse,1,0,"121,000",0,141
07 289068 B27,Townhouses,"4274 KINGSTON RD   Toronto, Ontario, Canada",Toronto,Canada,2007-12-21,2010-03-25,2014-10-08,Closed,"MODEL # ""B"" MODEL NAME ""MAPLEWOOD""
construct new townhouse development 48 units 5 blocks (K,G,G,R,R)",Vacant,Townhouse,1,0,"121,000",0,141
07 289068 B28,Townhouses,"4274 KINGSTON RD   Toronto, Ontario, Canada",Toronto,Canada,2007-12-21,2010-03-25,2014-10-09,Closed,"MODEL # ""B"" MODEL NAME ""MAPLEWOOD""
construct new townhouse development 48 units 5 blocks (K,G,G,R,R)",Vacant,Townhouse,1,0,"121,000",0,136
07 289068 B29,Townhouses,"4274 KINGSTON RD   Toronto, Ontario, Canada",Toronto,Canada,2007-12-21,2010-03-25,2014-10-20,Closed,"MODEL # ""B"" MODEL NAME ""MAPLEWOOD""
construct new townhouse development 48 units 5 blocks (K,G,G,R,R)",Vacant,Townhouse,1,0,"121,000",0,136
07 289068 B32,Townhouses,"4274 KINGSTON RD   Toronto, Ontario, Canada",Toronto,Canada,2007-12-21,2010-03-25,2014-10-22,Closed,"MODEL # ""B"" MODEL NAME ""MAPLEWOOD""
construct new townhouse development 48 units 5 blocks (K,G,G,R,R)",Vacant,Townhouse,1,0,"121,000",0,141
07 289068 B34,Townhouses,"4274 KINGSTON RD   Toronto, Ontario, Canada",Toronto,Canada,2007-12-21,2010-03-25,2014-02-10,Closed,"MODEL # ""A"" MODEL NAME ""OAKWOOD""
construct new townhouse development 48 units 5 blocks (K,G,G,R,R)",Vacant,Townhouse,1,0,"121,000",0,116
07 289068 B35,Townhouses,"4274 KINGSTON RD   Toronto, Ontario, Canada",Toronto,Canada,2007-12-21,2010-03-25,2014-10-15,Closed,"MODEL # ""A"" MODEL NAME ""OAKWOOD""
construct new townhouse development 48 units 5 blocks (K,G,G,R,R)",Vacant,Townhouse,1,0,"121,000",0,116
07 289068 B38,Townhouses,"4274 KINGSTON RD   Toronto, Ontario, Canada",Toronto,Canada,2007-12-21,2010-03-25,2014-10-14,Closed,"MODEL # ""D"" MODEL NAME ""WINDWOOD""
construct new townhouse development 48 units 5 blocks (K,G,G,R,R)",Vacant,Townhouse,1,0,"121,000",0,132
07 289068 B41,Townhouses,"4274 KINGSTON RD   Toronto, Ontario, Canada",Toronto,Canada,2007-12-21,2010-03-25,2014-01-20,Closed,"MODEL # ""D"" MODEL NAME ""WINDWOOD""
construct new townhouse development 48 units 5 blocks (K,G,G,R,R)",Vacant,Townhouse,1,0,"121,000",0,136
07 289068 B44,Townhouses,"4274 KINGSTON RD   Toronto, Ontario, Canada",Toronto,Canada,2007-12-21,2010-03-25,2014-05-14,Closed,"MODEL # ""D"" MODEL NAME ""WINDWOOD""
construct new townhouse development 48 units 5 blocks (K,G,G,R,R)",Vacant,Townhouse,1,0,"121,000",0,136
07 289068 B47,Townhouses,"4274 KINGSTON RD   Toronto, Ontario, Canada",Toronto,Canada,2007-12-21,2010-03-25,2014-10-08,Closed,"MODEL # ""D"" MODEL NAME ""WINDWOOD""
construct new townhouse development 48 units 5 blocks (K,G,G,R,R)",Vacant,Townhouse,1,0,"121,000",0,132
07 289068 B48,Townhouses,"4274 KINGSTON RD   Toronto, Ontario, Canada",Toronto,Canada,2007-12-21,2010-03-25,2014-04-16,Closed,"MODEL # ""D"" MODEL NAME ""WINDWOOD""
construct new townhouse development 48 units 5 blocks (K,G,G,R,R)",Vacant,Townhouse,1,0,"121,000",0,132
07 289068 B49,Townhouses,"4274 KINGSTON RD   Toronto, Ontario, Canada",Toronto,Canada,2007-12-21,2010-03-26,2014-04-11,Closed,"MODEL # ""D""
construct new townhouse development 48 units 5 blocks (K,G,G,R,R)",Vacant,Townhouse,1,0,"121,000",0,136
07 289068 B40,Townhouses,"4274 KINGSTON RD   Toronto, Ontario, Canada",Toronto,Canada,2007-12-21,2010-03-25,2015-01-28,Closed,"MODEL # ""D"" MODEL NAME ""WINDWOOD""
construct new townhouse development 48 units 5 blocks (K,G,G,R,R)",Vacant,Townhouse,1,0,"121,000",0,136
07 289068 B46,Townhouses,"4274 KINGSTON RD   Toronto, Ontario, Canada",Toronto,Canada,2007-12-21,2010-03-25,2015-01-27,Closed,"MODEL # ""D"" MODEL NAME ""WINDWOOD""
construct new townhouse development 48 units 5 blocks (K,G,G,R,R)",Vacant,Townhouse,1,0,"121,000",0,132
17 187092 B22,Townhouses,"12 MARQUETTE AVE   Toronto, Ontario, Canada",Toronto,Canada,2017-06-26,,2017-10-06,Cancelled,Unit 22 - Model B2- Suite 204,Vacant,Sfd-Stacked Townhouse,1,0,"120,471",0,92
17 187092 B23,Townhouses,"12 MARQUETTE AVE   Toronto, Ontario, Canada",Toronto,Canada,2017-06-26,,2017-10-06,Cancelled,Unit 23 - Model B2-2- Suite 205,Vacant,Sfd-Stacked Townhouse,1,0,"120,471",0,92
17 187092 B24,Townhouses,"12 MARQUETTE AVE   Toronto, Ontario, Canada",Toronto,Canada,2017-06-26,,2017-10-06,Cancelled,Unit 24 - Model B2- Suite 206,Vacant,Sfd-Stacked Townhouse,1,0,"120,471",0,92
17 187092 B25,Townhouses,"12 MARQUETTE AVE   Toronto, Ontario, Canada",Toronto,Canada,2017-06-26,,2017-10-06,Cancelled,Unit 25 - Model B2-2 (REVISED)- Suite 207,Vacant,Sfd-Stacked Townhouse,1,0,"120,471",0,92
17 187092 B26,Townhouses,"12 MARQUETTE AVE   Toronto, Ontario, Canada",Toronto,Canada,2017-06-26,,2017-10-06,Cancelled,Unit 26 - Model B2 - Suite 208,Vacant,Sfd-Stacked Townhouse,1,0,"120,471",0,92
13 147296 B02,SFD - Semi-Detached,"29 LOU POMANTI ST   Toronto, Ontario, Canada",Toronto,Canada,2013-04-10,2013-08-08,2015-10-15,Closed,"MODEL # ""1731"" ELEVATION ""1""
Proposal to construct a new three storey semi-detached dwelling with an attached garage.",Vacant,Sfd-Semi,1,0,"120,260",0,159.61
13 147296 B03,SFD - Semi-Detached,"7 LOU POMANTI ST   Toronto, Ontario, Canada",Toronto,Canada,2013-04-10,2013-08-08,2015-10-15,Closed,"MODEL # ""1731"" ELEVATION ""2""
Proposal to construct a new three storey semi-detached dwelling with an attached garage.",Vacant,Sfd-Semi,1,0,"120,260",0,164.35
03 155646 BLD,Townhouses,"53 EDNA AVE   Toronto, Ontario, Canada",Toronto,Canada,2003-07-14,2009-12-18,2014-04-24,Closed,"Build row house.   (Lot 2)
see 03 - 155640 for plans",,,1,0,"120,000",0,0
